Experiment,,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,difference,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block,Confidence,RT_Confidence
2,23,18,1,23,120,html-slider-response,120,519919,3460,8,0.4,question_agency,question_agency_line_100,-32,8,6,12,10,0.079993758,0.005245789,3,,
2,22,18,1,22,127,html-slider-response,127,544744,2943,20,0.4,question_agency,question_agency_line_100,-20,6,7,11,15,-0.295690673,-0.036298191,4,,
2,21,18,1,21,173,html-slider-response,173,720142,2319,13,0.4,question_agency,question_agency_line_100,-27,6,8,11,21,-0.484251023,0.019868385,5,,
2,28,18,1,28,22,html-slider-response,22,129554,7582,55,0.5,question_agency,question_agency_line_100,5,5,2,13,14,0.171253326,-0.309389665,1,,
2,29,18,1,29,62,html-slider-response,62,289658,2573,33,0.5,question_agency,question_agency_line_100,-17,9,5,14,17,0.373954105,-0.301099915,2,,
2,27,18,1,27,108,html-slider-response,108,471822,3475,23,0.5,question_agency,question_agency_line_100,-27,6,3,16,14,-0.490135753,-0.587448946,3,,
2,26,18,1,26,136,html-slider-response,136,580883,3058,42,0.5,question_agency,question_agency_line_100,-8,7,6,12,19,-0.494924709,0.355921723,4,,
2,25,18,1,25,176,html-slider-response,176,731092,1916,24,0.5,question_agency,question_agency_line_100,-26,8,11,19,10,0.059988381,-0.266828811,5,,
2,32,18,1,32,37,html-slider-response,37,193204,4549,70,0.6,question_agency,question_agency_line_100,10,7,6,15,14,-0.408919766,0.273966459,1,,
2,34,18,1,34,65,html-slider-response,65,300825,2154,50,0.6,question_agency,question_agency_line_100,-10,4,6,10,17,-0.122879347,-0.367199565,2,,
2,31,18,1,31,114,html-slider-response,114,496189,2486,50,0.6,question_agency,question_agency_line_100,-10,5,6,13,13,0.055690907,-0.325474364,3,,
2,30,18,1,30,148,html-slider-response,148,627255,2203,60,0.6,question_agency,question_agency_line_100,0,6,5,17,15,-0.255615058,-0.05967891,4,,
2,33,18,1,33,158,html-slider-response,158,665367,3015,62,0.6,question_agency,question_agency_line_100,2,9,8,14,17,0.31777842,0.248272259,5,,
2,35,18,1,35,43,html-slider-response,43,217575,2587,77,0.7,question_agency,question_agency_line_100,7,6,8,23,21,-0.008319471,0.081673236,1,,
2,37,18,1,37,68,html-slider-response,68,313417,3578,60,0.7,question_agency,question_agency_line_100,-10,6,2,13,18,-0.086744251,-0.332156581,2,,
2,38,18,1,38,111,html-slider-response,111,484690,3852,60,0.7,question_agency,question_agency_line_100,-10,5,10,12,23,-0.132848802,-0.040658508,3,,
2,39,18,1,39,133,html-slider-response,133,568810,2723,85,0.7,question_agency,question_agency_line_100,15,7,7,15,17,-0.116030178,-0.028329753,4,,
2,36,18,1,36,185,html-slider-response,185,764344,1310,64,0.7,question_agency,question_agency_line_100,-6,10,7,12,21,-0.207959831,-0.081360003,5,,
2,43,18,1,43,49,html-slider-response,49,240262,2418,89,0.8,question_agency,question_agency_line_100,9,7,8,17,17,0.222150652,-0.0709404,1,,
2,41,18,1,41,77,html-slider-response,77,348804,3075,82,0.8,question_agency,question_agency_line_100,2,3,8,12,15,0.341161264,-0.120421536,2,,
2,42,18,1,42,90,html-slider-response,90,400465,2722,88,0.8,question_agency,question_agency_line_100,8,7,6,21,23,-0.240964071,-0.188066038,3,,
2,40,18,1,40,145,html-slider-response,145,616028,3049,88,0.8,question_agency,question_agency_line_100,8,6,4,19,22,-0.158134165,-0.291988894,4,,
2,44,18,1,44,179,html-slider-response,179,742361,2252,80,0.8,question_agency,question_agency_line_100,0,6,8,16,21,-0.164587154,0.219622908,5,,
2,48,18,1,48,52,html-slider-response,52,252589,3306,81,0.9,question_agency,question_agency_line_100,-9,5,9,12,16,0.116199106,-0.089314674,1,,
2,45,18,1,45,71,html-slider-response,71,324977,2540,92,0.9,question_agency,question_agency_line_100,2,8,5,14,18,-0.479641965,0.076612768,2,,
2,49,18,1,49,99,html-slider-response,99,436486,2939,92,0.9,question_agency,question_agency_line_100,2,7,6,24,18,0.270416304,-0.200100086,3,,
2,46,18,1,46,154,html-slider-response,154,650514,2521,94,0.9,question_agency,question_agency_line_100,4,7,9,25,13,-0.057825968,-0.270722049,4,,
2,47,18,1,47,161,html-slider-response,161,675837,1444,94,0.9,question_agency,question_agency_line_100,4,9,5,10,17,-0.277914823,-0.172140563,5,,
2,52,18,1,52,31,html-slider-response,31,167627,3491,100,1,question_agency,question_agency_line_100,0,10,10,25,23,0.249166283,-0.238254504,1,,
2,50,18,1,50,86,html-slider-response,86,384592,3039,100,1,question_agency,question_agency_line_100,0,10,8,24,21,-0.164818449,-0.056463473,2,,
2,51,18,1,51,96,html-slider-response,96,424529,2755,100,1,question_agency,question_agency_line_100,0,4,3,18,23,0.072876955,-0.041609759,3,,
2,53,18,1,53,139,html-slider-response,139,592386,2469,99,1,question_agency,question_agency_line_100,-1,10,7,18,15,0.439671673,0.194535484,4,,
2,54,18,1,54,188,html-slider-response,188,776520,3157,100,1,question_agency,question_agency_line_100,0,7,8,19,20,-0.179455679,0.117625466,5,,
2,0,19,1,0,22,html-slider-response,22,130980,8062,50,0,question_agency,question_agency_line_100,50,6,8,20,29,-0.04928313,-0.063956454,1,,
2,4,19,1,4,68,html-slider-response,68,332732,3944,0,0,question_agency,question_agency_line_100,0,9,9,10,25,-0.07552397,0.213931731,2,,
2,3,19,1,3,99,html-slider-response,99,467545,4113,0,0,question_agency,question_agency_line_100,0,5,5,2,15,0.041717721,-0.061436344,3,,
2,2,19,1,2,139,html-slider-response,139,631864,3879,0,0,question_agency,question_agency_line_100,0,4,8,12,15,0.410337788,-0.024454932,4,,
2,1,19,1,1,158,html-slider-response,158,706393,3157,4,0,question_agency,question_agency_line_100,4,10,5,16,42,-0.256250416,-0.073854975,5,,
2,9,19,1,9,52,html-slider-response,52,264305,3620,8,0.1,question_agency,question_agency_line_100,-2,6,4,14,21,-0.009837065,-0.224043007,1,,
2,8,19,1,8,86,html-slider-response,86,410324,3491,0,0.1,question_agency,question_agency_line_100,-10,6,7,12,9,0.357578883,-0.046589339,2,,
2,7,19,1,7,114,html-slider-response,114,530115,3407,10,0.1,question_agency,question_agency_line_100,0,8,6,11,16,-0.330547927,-0.171950937,3,,
2,6,19,1,6,145,html-slider-response,145,656419,3003,0,0.1,question_agency,question_agency_line_100,-10,5,7,12,11,-0.374557321,0.018871536,4,,
2,5,19,1,5,182,html-slider-response,182,801650,3086,12,0.1,question_agency,question_agency_line_100,2,7,6,18,10,0.049042733,-0.209454402,5,,
2,14,19,1,14,43,html-slider-response,43,223825,4435,30,0.2,question_agency,question_agency_line_100,10,8,9,12,11,0.150890752,-0.084402331,1,,
2,12,19,1,12,83,html-slider-response,83,397814,4945,10,0.2,question_agency,question_agency_line_100,-10,6,7,12,13,0.078945392,-0.058628562,2,,
2,13,19,1,13,105,html-slider-response,105,492215,3489,12,0.2,question_agency,question_agency_line_100,-8,6,7,8,15,-0.332231959,0.150877488,3,,
2,11,19,1,11,151,html-slider-response,151,680181,3099,10,0.2,question_agency,question_agency_line_100,-10,6,6,12,11,-0.385734188,0.205263571,4,,
2,10,19,1,10,179,html-slider-response,179,789548,4939,18,0.2,question_agency,question_agency_line_100,-2,3,8,8,5,0.163562683,-0.214140065,5,,
2,16,19,1,16,31,html-slider-response,31,171428,2462,20,0.3,question_agency,question_agency_line_100,-10,6,6,24,26,0.120249367,0.15804035,1,,
2,15,19,1,15,59,html-slider-response,59,294778,2655,15,0.3,question_agency,question_agency_line_100,-15,8,6,20,18,-0.228993106,0.041362497,2,,
2,18,19,1,18,96,html-slider-response,96,454420,9022,5,0.3,question_agency,question_agency_line_100,-25,7,6,12,8,0.110069836,-0.242063458,3,,
2,17,19,1,17,142,html-slider-response,142,644389,3518,11,0.3,question_agency,question_agency_line_100,-19,6,7,12,9,-0.003109434,0.387798547,4,,
2,19,19,1,19,170,html-slider-response,170,752025,2762,9,0.3,question_agency,question_agency_line_100,-21,4,4,14,11,0.082367088,-0.333586856,5,,
2,20,19,1,20,34,html-slider-response,34,183946,3497,14,0.4,question_agency,question_agency_line_100,-26,6,8,14,9,-0.315542943,0.122193363,1,,
2,21,19,1,21,62,html-slider-response,62,306978,3168,16,0.4,question_agency,question_agency_line_100,-24,7,7,12,14,-0.066181398,-0.164611343,2,,
2,23,19,1,23,117,html-slider-response,117,542147,3008,43,0.4,question_agency,question_agency_line_100,3,5,8,18,13,0.017848585,-0.236364528,3,,
2,22,19,1,22,124,html-slider-response,124,567779,3940,33,0.4,question_agency,question_agency_line_100,-7,5,7,11,12,0.253999023,0.062954097,4,,
2,24,19,1,24,161,html-slider-response,161,717074,1675,60,0.4,question_agency,question_agency_line_100,20,4,8,22,17,-0.259025651,-0.059872991,5,,
2,27,19,1,27,46,html-slider-response,46,239329,6490,32,0.5,question_agency,question_agency_line_100,-18,9,7,14,13,-0.031964376,-0.27346255,1,,
2,29,19,1,29,56,html-slider-response,56,283083,6030,37,0.5,question_agency,question_agency_line_100,-13,6,4,19,20,-0.075871651,-0.187263616,2,,
2,28,19,1,28,93,html-slider-response,93,436370,2940,48,0.5,question_agency,question_agency_line_100,-2,7,9,21,18,-0.19760969,0.098679,3,,
2,25,19,1,25,130,html-slider-response,130,592258,4164,37,0.5,question_agency,question_agency_line_100,-13,5,6,7,12,-0.153114616,-0.286368002,4,,
2,26,19,1,26,188,html-slider-response,188,824992,3183,59,0.5,question_agency,question_agency_line_100,9,5,8,19,17,0.069595416,-0.38531482,5,,
2,32,19,1,32,49,html-slider-response,49,251657,3304,15,0.6,question_agency,question_agency_line_100,-45,7,8,14,19,-0.264301775,-0.1163976,1,,
2,31,19,1,31,80,html-slider-response,80,383858,3108,60,0.6,question_agency,question_agency_line_100,0,7,6,19,14,0.009038641,-0.362890979,2,,
2,34,19,1,34,120,html-slider-response,120,553665,2493,46,0.6,question_agency,question_agency_line_100,-14,6,11,18,20,-0.089740304,0.237072121,3,,
2,30,19,1,30,133,html-slider-response,133,606568,5270,41,0.6,question_agency,question_agency_line_100,-19,3,7,14,18,-0.340023117,0.070207787,4,,
2,33,19,1,33,164,html-slider-response,164,727776,1693,70,0.6,question_agency,question_agency_line_100,10,7,7,34,27,0.100693493,-0.295665047,5,,
2,38,19,1,38,37,html-slider-response,37,196820,3840,55,0.7,question_agency,question_agency_line_100,-15,6,7,10,13,-0.153217763,-0.1254954,1,,
2,37,19,1,37,77,html-slider-response,77,371719,4253,73,0.7,question_agency,question_agency_line_100,3,5,8,18,15,-0.171920069,0.008637046,2,,
2,35,19,1,35,90,html-slider-response,90,424408,3409,56,0.7,question_agency,question_agency_line_100,-14,7,8,20,20,-0.226415473,-0.090990085,3,,
2,39,19,1,39,148,html-slider-response,148,668051,2614,66,0.7,question_agency,question_agency_line_100,-4,5,8,11,12,-0.306978453,0.271352408,4,,
2,36,19,1,36,176,html-slider-response,176,775591,2542,78,0.7,question_agency,question_agency_line_100,8,8,6,34,28,0.144155356,0.03371563,5,,
2,41,19,1,41,40,html-slider-response,40,210386,4554,60,0.8,question_agency,question_agency_line_100,-20,10,10,16,15,-0.270081446,0.196110945,1,,
2,43,19,1,43,71,html-slider-response,71,345652,3898,75,0.8,question_agency,question_agency_line_100,-5,6,6,16,15,0.032025618,0.073061983,2,,
2,40,19,1,40,108,html-slider-response,108,504149,2906,80,0.8,question_agency,question_agency_line_100,0,7,8,18,16,-0.027937271,-0.147160132,3,,
2,42,19,1,42,154,html-slider-response,154,692855,3652,69,0.8,question_agency,question_agency_line_100,-11,8,10,30,28,-0.14080408,-0.040023218,4,,
2,44,19,1,44,185,html-slider-response,185,812802,2129,80,0.8,question_agency,question_agency_line_100,0,4,7,22,17,-0.196843379,-0.169416223,5,,
2,46,19,1,46,25,html-slider-response,25,144670,4671,84,0.9,question_agency,question_agency_line_100,-6,7,9,18,25,0.08590527,-0.127897366,1,,
2,49,19,1,49,74,html-slider-response,74,358442,3756,88,0.9,question_agency,question_agency_line_100,-2,8,11,14,19,0.064926717,0.275074527,2,,
2,48,19,1,48,102,html-slider-response,102,479705,3140,85,0.9,question_agency,question_agency_line_100,-5,8,7,6,10,0.195499424,0.040359248,3,,
2,47,19,1,47,127,html-slider-response,127,579071,2267,86,0.9,question_agency,question_agency_line_100,-4,4,8,10,16,-0.096678125,0.055824622,4,,
2,45,19,1,45,167,html-slider-response,167,740253,3473,80,0.9,question_agency,question_agency_line_100,-10,6,9,30,28,-0.101416592,-0.053573934,5,,
2,52,19,1,52,28,html-slider-response,28,159944,6245,100,1,question_agency,question_agency_line_100,0,7,9,14,12,0.181551851,-0.251981087,1,,
2,54,19,1,54,65,html-slider-response,65,319764,3759,100,1,question_agency,question_agency_line_100,0,9,6,15,15,-0.020394515,-0.055232244,2,,
2,50,19,1,50,111,html-slider-response,111,517687,4511,100,1,question_agency,question_agency_line_100,0,8,5,16,13,0.117030259,-0.000316526,3,,
2,53,19,1,53,136,html-slider-response,136,618966,3377,100,1,question_agency,question_agency_line_100,0,7,7,6,11,-0.176221069,-0.287658799,4,,
2,51,19,1,51,173,html-slider-response,173,764040,2997,100,1,question_agency,question_agency_line_100,0,7,6,31,33,-0.029242244,-0.179172403,5,,
2,1,20,1,1,28,html-slider-response,28,135577,7720,0,0,question_agency,question_agency_line_100,0,8,8,24,2,-0.186077325,-0.220670378,1,,
2,4,20,1,4,65,html-slider-response,65,380812,2961,0,0,question_agency,question_agency_line_100,0,6,6,6,5,0.062173778,-0.12628239,2,,
2,0,20,1,0,93,html-slider-response,93,501073,2831,0,0,question_agency,question_agency_line_100,0,7,6,18,1,-0.085469775,-0.145636736,3,,
2,3,20,1,3,142,html-slider-response,142,710710,3149,0,0,question_agency,question_agency_line_100,0,6,6,8,4,-0.474050871,-0.432732835,4,,
2,2,20,1,2,173,html-slider-response,173,832502,2501,2,0,question_agency,question_agency_line_100,2,7,6,8,10,0.262824833,0.450676315,5,,
2,8,20,1,8,46,html-slider-response,46,212132,3922,9,0.1,question_agency,question_agency_line_100,-1,5,6,10,5,-0.368661164,-0.115017761,1,,
2,9,20,1,9,56,html-slider-response,56,343833,6100,1,0.1,question_agency,question_agency_line_100,-9,5,8,19,2,-0.207152877,-0.329655631,2,,
2,5,20,1,5,105,html-slider-response,105,553598,4587,5,0.1,question_agency,question_agency_line_100,-5,7,5,8,1,0.113217677,-0.135951564,3,,
2,6,20,1,6,124,html-slider-response,124,635371,2579,1,0.1,question_agency,question_agency_line_100,-9,7,6,18,0,0.069791167,0,4,,
2,7,20,1,7,167,html-slider-response,167,809504,2048,2,0.1,question_agency,question_agency_line_100,-8,8,7,8,14,-0.114115394,-0.178917193,5,,
2,13,20,1,13,49,html-slider-response,49,225421,4281,10,0.2,question_agency,question_agency_line_100,-10,8,7,2,10,0.42121622,-0.147320493,1,,
2,10,20,1,10,74,html-slider-response,74,417918,3354,5,0.2,question_agency,question_agency_line_100,-15,10,8,7,5,0.317322365,-0.489083524,2,,
2,12,20,1,12,102,html-slider-response,102,540000,3956,10,0.2,question_agency,question_agency_line_100,-10,6,9,12,4,-0.577220147,0.401795314,3,,
2,11,20,1,11,145,html-slider-response,145,722650,2932,8,0.2,question_agency,question_agency_line_100,-12,6,8,14,7,-0.206842631,0.056920767,4,,
2,14,20,1,14,164,html-slider-response,164,798445,2373,4,0.2,question_agency,question_agency_line_100,-16,10,5,16,2,-0.121252882,-0.200484916,5,,
2,15,20,1,15,40,html-slider-response,40,184452,2652,9,0.3,question_agency,question_agency_line_100,-21,10,9,12,1,0.011600128,-0.037485457,1,,
2,16,20,1,16,80,html-slider-response,80,446141,3971,0,0.3,question_agency,question_agency_line_100,-30,7,5,14,14,-0.453297818,0.04047044,2,,
2,18,20,1,18,90,html-slider-response,90,489236,3462,19,0.3,question_agency,question_agency_line_100,-11,9,8,6,5,-0.336878674,0.1512367,3,,
2,19,20,1,19,148,html-slider-response,148,734130,2473,19,0.3,question_agency,question_agency_line_100,-11,6,8,8,4,-0.002814151,0.391711296,4,,
2,17,20,1,17,182,html-slider-response,182,869609,2572,3,0.3,question_agency,question_agency_line_100,-27,8,9,16,0,-0.08198376,0,5,,
2,23,20,1,23,25,html-slider-response,25,118843,6430,20,0.4,question_agency,question_agency_line_100,-20,7,6,11,14,-0.09420859,-0.051532922,1,,
2,24,20,1,24,59,html-slider-response,59,357546,4702,3,0.4,question_agency,question_agency_line_100,-37,6,8,4,9,-0.670298916,0.445841301,2,,
2,20,20,1,20,99,html-slider-response,99,527036,3878,30,0.4,question_agency,question_agency_line_100,-10,9,8,18,0,0.297615467,0,3,,
2,22,20,1,22,130,html-slider-response,130,659025,3345,29,0.4,question_agency,question_agency_line_100,-11,8,6,12,4,0.078301414,0.088378986,4,,
2,21,20,1,21,161,html-slider-response,161,787065,3036,10,0.4,question_agency,question_agency_line_100,-30,8,5,12,19,0.081394049,0.038886621,5,,
2,28,20,1,28,52,html-slider-response,52,237779,3347,50,0.5,question_agency,question_agency_line_100,0,8,8,4,5,0.252392824,0.04230549,1,,
2,29,20,1,29,77,html-slider-response,77,433160,6227,9,0.5,question_agency,question_agency_line_100,-41,8,7,6,6,0.009615187,-0.044317353,2,,
2,26,20,1,26,111,html-slider-response,111,577537,2012,70,0.5,question_agency,question_agency_line_100,20,9,8,7,4,0.230271541,0.259794079,3,,
2,25,20,1,25,136,html-slider-response,136,686648,6136,40,0.5,question_agency,question_agency_line_100,-10,9,8,6,4,0.24279111,-0.010235518,4,,
2,27,20,1,27,188,html-slider-response,188,892946,2445,40,0.5,question_agency,question_agency_line_100,-10,8,8,21,4,-0.129455018,-0.076271735,5,,
2,31,20,1,31,34,html-slider-response,34,159761,2517,80,0.6,question_agency,question_agency_line_100,20,9,10,4,6,0.393417765,0.321284691,1,,
2,34,20,1,34,83,html-slider-response,83,463295,8146,70,0.6,question_agency,question_agency_line_100,10,7,7,4,6,0.003343137,0.129432881,2,,
2,30,20,1,30,114,html-slider-response,114,592366,5823,75,0.6,question_agency,question_agency_line_100,15,5,4,4,3,-0.521393736,0.132477473,3,,
2,33,20,1,33,139,html-slider-response,139,698552,2900,60,0.6,question_agency,question_agency_line_100,0,5,5,5,4,-0.28800774,0.502101769,4,,
2,32,20,1,32,158,html-slider-response,158,775019,3641,81,0.6,question_agency,question_agency_line_100,21,9,7,5,0,0.10097016,0,5,,
2,37,20,1,37,22,html-slider-response,22,103395,12968,20,0.7,question_agency,question_agency_line_100,-50,9,7,2,10,-0.244684281,0.204664929,1,,
2,35,20,1,35,62,html-slider-response,62,368844,2286,90,0.7,question_agency,question_agency_line_100,20,9,8,4,4,0.34870566,0.372231825,2,,
2,38,20,1,38,96,html-slider-response,96,514153,4072,90,0.7,question_agency,question_agency_line_100,20,8,7,6,4,0.221551901,-0.272152302,3,,
2,39,20,1,39,133,html-slider-response,133,671501,3462,50,0.7,question_agency,question_agency_line_100,-20,8,7,7,1,-0.469302411,0.039688579,4,,
2,36,20,1,36,179,html-slider-response,179,858030,3574,80,0.7,question_agency,question_agency_line_100,10,8,7,8,5,0.491011633,0.140965657,5,,
2,41,20,1,41,31,html-slider-response,31,148230,3646,90,0.8,question_agency,question_agency_line_100,10,9,8,3,4,-0.156612521,0.182302938,1,,
2,44,20,1,44,68,html-slider-response,68,393008,3187,97,0.8,question_agency,question_agency_line_100,17,6,5,7,4,-0.167045235,-0.094902814,2,,
2,43,20,1,43,108,html-slider-response,108,566515,3908,80,0.8,question_agency,question_agency_line_100,0,10,7,5,4,0.183803933,-0.155010325,3,,
2,40,20,1,40,127,html-slider-response,127,646676,2296,81,0.8,question_agency,question_agency_line_100,1,6,9,8,4,-0.645320626,0.158445879,4,,
2,42,20,1,42,176,html-slider-response,176,845445,3936,90,0.8,question_agency,question_agency_line_100,10,8,7,8,7,0.241146362,-0.074182053,5,,
2,49,20,1,49,43,html-slider-response,43,199195,5728,90,0.9,question_agency,question_agency_line_100,0,8,6,5,4,-0.066913629,0.425299098,1,,
2,45,20,1,45,86,html-slider-response,86,474771,2463,90,0.9,question_agency,question_agency_line_100,0,6,4,8,6,0.007528278,0.072995236,2,,
2,47,20,1,47,117,html-slider-response,117,610846,9466,95,0.9,question_agency,question_agency_line_100,5,5,5,8,4,0.154591742,-0.039454523,3,,
2,48,20,1,48,154,html-slider-response,154,760091,3404,96,0.9,question_agency,question_agency_line_100,6,6,6,6,4,0.622767173,-0.158437544,4,,
2,46,20,1,46,170,html-slider-response,170,820994,2481,96,0.9,question_agency,question_agency_line_100,6,8,8,8,4,0.361045351,0.180619472,5,,
2,52,20,1,52,37,html-slider-response,37,172787,4014,100,1,question_agency,question_agency_line_100,0,7,6,4,5,0.235622169,0.395980512,1,,
2,54,20,1,54,71,html-slider-response,71,405555,3538,100,1,question_agency,question_agency_line_100,0,5,8,7,4,0.021351666,0.452241773,2,,
2,50,20,1,50,120,html-slider-response,120,622370,2511,100,1,question_agency,question_agency_line_100,0,6,5,9,4,-0.062640984,-0.235931392,3,,
2,51,20,1,51,151,html-slider-response,151,747677,4539,100,1,question_agency,question_agency_line_100,0,6,6,7,4,0.025358394,0.085234847,4,,
2,53,20,1,53,185,html-slider-response,185,881492,2875,100,1,question_agency,question_agency_line_100,0,11,10,9,4,0.106855511,-0.16122159,5,,
2,1,21,1,1,31,html-slider-response,31,137080,4885,11,0,question_agency,question_agency_line_100,11,6,6,3,6,-0.159518676,-0.272431626,1,,
2,4,21,1,4,68,html-slider-response,68,304368,2663,0,0,question_agency,question_agency_line_100,0,7,6,5,8,-0.002362012,-0.032768397,2,,
2,3,21,1,3,111,html-slider-response,111,484893,2824,4,0,question_agency,question_agency_line_100,4,8,8,1,8,0.006902645,0.01866282,3,,
2,2,21,1,2,154,html-slider-response,154,664496,3583,21,0,question_agency,question_agency_line_100,21,6,7,2,4,-0.268903503,-0.232217605,4,,
2,0,21,1,0,173,html-slider-response,173,812298,3073,7,0,question_agency,question_agency_line_100,7,8,8,4,4,-0.158229137,0.266779738,5,,
2,5,21,1,5,22,html-slider-response,22,96715,8747,32,0.1,question_agency,question_agency_line_100,22,7,5,3,8,0.021528551,0.300042257,1,,
2,9,21,1,9,65,html-slider-response,65,292695,4112,10,0.1,question_agency,question_agency_line_100,0,9,10,3,4,-0.315703765,0.458998375,2,,
2,8,21,1,8,114,html-slider-response,114,497421,3508,7,0.1,question_agency,question_agency_line_100,-3,8,8,5,4,0.34978845,-0.587986542,3,,
2,7,21,1,7,145,html-slider-response,145,627095,4243,40,0.1,question_agency,question_agency_line_100,30,4,2,0,0,0,0,4,,
2,6,21,1,6,179,html-slider-response,179,836594,2643,10,0.1,question_agency,question_agency_line_100,0,7,4,1,2,0.223883411,-0.050030734,5,,
2,13,21,1,13,40,html-slider-response,40,177467,4820,21,0.2,question_agency,question_agency_line_100,1,7,5,2,4,0.472966475,-0.204786737,1,,
2,14,21,1,14,59,html-slider-response,59,260818,6830,22,0.2,question_agency,question_agency_line_100,2,5,5,3,6,-0.611218349,0.353999168,2,,
2,12,21,1,12,105,html-slider-response,105,460385,3243,3,0.2,question_agency,question_agency_line_100,-17,9,7,5,8,0.359143818,0.125787574,3,,
2,11,21,1,11,148,html-slider-response,148,639212,3096,19,0.2,question_agency,question_agency_line_100,-1,7,6,4,2,-0.332378231,0.028272497,4,,
2,10,21,1,10,164,html-slider-response,164,746253,3898,2,0.2,question_agency,question_agency_line_100,-18,8,8,1,4,0.162932961,0.312588421,5,,
2,15,21,1,15,52,html-slider-response,52,228880,2846,10,0.3,question_agency,question_agency_line_100,-20,7,6,1,8,-0.423123676,-0.050437685,1,,
2,16,21,1,16,74,html-slider-response,74,329458,4269,12,0.3,question_agency,question_agency_line_100,-18,7,7,4,4,-0.160253652,0.509174775,2,,
2,19,21,1,19,96,html-slider-response,96,417884,3042,4,0.3,question_agency,question_agency_line_100,-26,7,6,4,5,0.000377035,-0.317551603,3,,
2,18,21,1,18,142,html-slider-response,142,613840,2773,2,0.3,question_agency,question_agency_line_100,-28,6,8,2,4,0.334544829,-0.155491745,4,,
2,17,21,1,17,185,html-slider-response,185,861591,3044,19,0.3,question_agency,question_agency_line_100,-11,7,8,3,3,0.157934667,0.084536675,5,,
2,20,21,1,20,28,html-slider-response,28,123176,4249,20,0.4,question_agency,question_agency_line_100,-20,7,4,3,4,-0.212401063,0.290488288,1,,
2,23,21,1,23,83,html-slider-response,83,366861,3703,6,0.4,question_agency,question_agency_line_100,-34,7,6,3,6,-0.269457651,0.254642063,2,,
2,24,21,1,24,99,html-slider-response,99,433156,6263,6,0.4,question_agency,question_agency_line_100,-34,7,7,4,4,-0.20813672,-0.238000135,3,,
2,22,21,1,22,130,html-slider-response,130,563628,3368,1,0.4,question_agency,question_agency_line_100,-39,7,11,0,4,0,-0.020529384,4,,
2,21,21,1,21,167,html-slider-response,167,773673,16836,24,0.4,question_agency,question_agency_line_100,-16,1,1,0,0,0,0,5,,
2,26,21,1,26,46,html-slider-response,46,204030,5483,2,0.5,question_agency,question_agency_line_100,-48,8,6,3,4,0.05464362,0.28707379,1,,
2,28,21,1,28,71,html-slider-response,71,316168,2773,4,0.5,question_agency,question_agency_line_100,-46,10,9,4,4,0.499823057,0.159427554,2,,
2,25,21,1,25,102,html-slider-response,102,448110,5939,9,0.5,question_agency,question_agency_line_100,-41,8,6,0,5,0,0.064559726,3,,
2,29,21,1,29,127,html-slider-response,127,551231,3470,66,0.5,question_agency,question_agency_line_100,16,5,6,3,2,-0.461145451,-0.229126461,4,,
2,27,21,1,27,176,html-slider-response,176,824934,3614,6,0.5,question_agency,question_agency_line_100,-44,7,9,2,4,0.202166961,-0.177220161,5,,
2,31,21,1,31,37,html-slider-response,37,163630,4384,1,0.6,question_agency,question_agency_line_100,-59,7,8,8,4,-0.201287726,0.235481244,1,,
2,32,21,1,32,62,html-slider-response,62,279568,9732,20,0.6,question_agency,question_agency_line_100,-40,3,8,3,4,0.157108335,0.19817424,2,,
2,34,21,1,34,117,html-slider-response,117,511191,4753,22,0.6,question_agency,question_agency_line_100,-38,6,7,2,3,0.285713154,0.260963377,3,,
2,30,21,1,30,151,html-slider-response,151,651897,3674,20,0.6,question_agency,question_agency_line_100,-40,6,4,4,2,0.248286388,0.633798247,4,,
2,33,21,1,33,158,html-slider-response,158,719127,44281,39,0.6,question_agency,question_agency_line_100,-21,2,3,0,0,0,0,5,,
2,39,21,1,39,43,html-slider-response,43,189530,3048,10,0.7,question_agency,question_agency_line_100,-60,10,7,3,4,0.141121779,-0.248242694,1,,
2,36,21,1,36,80,html-slider-response,80,354145,3467,10,0.7,question_agency,question_agency_line_100,-60,5,7,2,2,0.864267834,-0.460438502,2,,
2,35,21,1,35,93,html-slider-response,93,405829,3863,21,0.7,question_agency,question_agency_line_100,-49,4,7,3,4,-0.256287031,0.265443685,3,,
2,38,21,1,38,139,html-slider-response,139,602055,4415,40,0.7,question_agency,question_agency_line_100,-30,3,5,0,0,0,0,4,,
2,37,21,1,37,182,html-slider-response,182,849528,3918,34,0.7,question_agency,question_agency_line_100,-36,6,8,3,2,0.495410556,0.488627868,5,,
2,40,21,1,40,25,html-slider-response,25,109916,4174,20,0.8,question_agency,question_agency_line_100,-60,5,10,3,4,0.177049734,-0.459223147,1,,
2,43,21,1,43,86,html-slider-response,86,379294,3420,12,0.8,question_agency,question_agency_line_100,-68,6,6,5,2,0.191565999,-0.225563264,2,,
2,42,21,1,42,90,html-slider-response,90,392956,3197,13,0.8,question_agency,question_agency_line_100,-67,5,8,4,3,0.194384974,-0.085411833,3,,
2,41,21,1,41,124,html-slider-response,124,538737,3824,62,0.8,question_agency,question_agency_line_100,-18,5,6,1,6,0.191152298,-0.520173142,4,,
