,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,scale,scale_2,difference,difference_2,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
64,36,1,64,214,html-slider-response,214,1116325,4423.0,98.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,-2.0,0.0,3.0,3.0,18.0,4.0,-0.6796939252281333,0.12795699417878736,1
0,37,1,0,22,html-slider-response,22,219901,35338.0,30.0,0.0,question_agency,question_agency_line,0.0,0.0,30.0,0.0,7.0,10.0,11.0,10.0,0.3104506679850229,0.508784126251882,1
3,37,1,3,65,html-slider-response,65,512556,19491.0,13.0,0.0,question_agency,question_agency_line,0.0,0.0,13.0,0.0,7.0,8.0,9.0,11.0,-0.07321168653369775,0.18224561146912485,2
1,37,1,1,105,html-slider-response,105,770270,27108.0,12.0,0.0,question_agency,question_agency_line,0.0,0.0,12.0,0.0,6.0,9.0,6.0,9.0,0.1145130964787809,-0.052751607680137445,3
5,37,1,5,152,html-slider-response,152,1060439,3507.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,6.0,5.0,9.0,5.0,-0.03641544445698568,0.15612800195426063,4
4,37,1,4,165,html-slider-response,165,1126367,5894.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,8.0,12.0,12.0,-0.26573931839471177,-0.20383671095079384,5
2,37,1,2,220,html-slider-response,220,1478193,3165.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,9.0,8.0,1.0,5.0,-0.05421180585772494,-0.16880177952756867,1
10,37,1,10,25,html-slider-response,25,244495,15593.0,0.0,0.1,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,8.0,5.0,7.0,5.0,-0.2962297226862564,-0.38241546551426847,2
9,37,1,9,71,html-slider-response,71,547064,9337.0,15.0,0.1,question_agency,question_agency_line,0.0,0.0,5.0,0.0,8.0,8.0,8.0,7.0,0.016547001994413165,-0.21581498764467802,3
11,37,1,11,96,html-slider-response,96,705733,9719.0,8.0,0.1,question_agency,question_agency_line,0.0,0.0,-2.0,0.0,5.0,8.0,13.0,6.0,0.07503468545045873,0.22734108509900902,4
7,37,1,7,146,html-slider-response,146,1031015,12068.0,10.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,10.0,5.0,9.0,6.0,0.16619128169885647,-0.09776732703061956,5
6,37,1,6,162,html-slider-response,162,1111469,6116.0,6.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-4.0,0.0,7.0,9.0,9.0,7.0,0.4578784425663514,0.1774833190851053,1
8,37,1,8,205,html-slider-response,205,1397568,9826.0,10.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,8.0,3.0,3.0,0.4022482803479503,-0.11458011003405741,2
14,37,1,14,46,html-slider-response,46,368041,12112.0,15.0,0.2,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,9.0,8.0,13.0,9.0,0.39566280423106703,0.06345951783568443,3
17,37,1,17,86,html-slider-response,86,651919,6426.0,8.0,0.2,question_agency,question_agency_line,0.0,0.0,-12.0,0.0,4.0,10.0,9.0,11.0,0.06305426264125331,0.37160497984863783,4
15,37,1,15,93,html-slider-response,93,687011,3849.0,8.0,0.2,question_agency,question_agency_line,0.0,0.0,-12.0,0.0,5.0,7.0,6.0,7.0,-0.09888748941711034,-0.22470964548452835,5
16,37,1,16,134,html-slider-response,134,963951,9180.0,79.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,59.0,0.0,6.0,8.0,3.0,7.0,-0.2416459447719377,0.47181128179567056,1
12,37,1,12,171,html-slider-response,171,1165209,7593.0,7.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-13.0,0.0,6.0,5.0,9.0,6.0,0.11776739933498853,0.08508833780245288,2
13,37,1,13,193,html-slider-response,193,1312899,13027.0,14.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-6.0,0.0,7.0,9.0,7.0,7.0,-0.27151500210563245,-0.35821370375544703,3
22,37,1,22,34,html-slider-response,34,293802,4892.0,0.0,0.3,question_agency,question_agency_line,0.0,0.0,-30.0,0.0,7.0,5.0,8.0,5.0,-0.19395140697186214,-0.2423522586272282,4
23,37,1,23,56,html-slider-response,56,444046,14651.0,9.0,0.3,question_agency,question_agency_line,0.0,0.0,-21.0,0.0,4.0,7.0,11.0,8.0,-0.07962196101258981,0.115995039507509,5
21,37,1,21,120,html-slider-response,120,875532,19697.0,25.0,0.3,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,6.0,7.0,5.0,7.0,0.010842302202850913,0.22769267391140896,1
18,37,1,18,140,html-slider-response,140,996932,8986.0,86.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,56.0,0.0,7.0,7.0,6.0,5.0,-0.005737570316966528,-0.2714337313671527,2
20,37,1,20,186,html-slider-response,186,1251270,7253.0,9.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-21.0,0.0,8.0,5.0,5.0,9.0,0.30587976709197034,0.467787133549687,3
19,37,1,19,211,html-slider-response,211,1434297,9548.0,6.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-24.0,0.0,8.0,4.0,3.0,6.0,0.0506311984944578,-0.4415487283762612,4
28,37,1,28,31,html-slider-response,31,279907,6722.0,10.0,0.4,question_agency,question_agency_line,0.0,0.0,-30.0,0.0,10.0,5.0,10.0,5.0,0.5572729847857064,-0.810628638430454,5
24,37,1,24,77,html-slider-response,77,595349,9744.0,19.0,0.4,question_agency,question_agency_line,0.0,0.0,-21.0,0.0,7.0,8.0,5.0,10.0,-0.4357514024711537,0.3943817804140051,1
27,37,1,27,111,html-slider-response,111,809094,10686.0,33.0,0.4,question_agency,question_agency_line,0.0,0.0,-7.0,0.0,6.0,9.0,9.0,8.0,-0.09818734557638595,0.1580816967206253,2
29,37,1,29,137,html-slider-response,137,978943,5990.0,73.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,33.0,0.0,5.0,8.0,9.0,7.0,-0.45219730773942246,0.11175397782760378,3
26,37,1,26,180,html-slider-response,180,1216014,9025.0,7.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-33.0,0.0,9.0,9.0,12.0,7.0,-0.3783518852177084,0.08203608309245679,4
25,37,1,25,217,html-slider-response,217,1466026,10086.0,13.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-27.0,0.0,8.0,8.0,6.0,7.0,0.6262851556908942,-0.22417345456122947,5
34,37,1,34,40,html-slider-response,40,333224,12349.0,42.0,0.5,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,6.0,6.0,11.0,11.0,0.36913171812321594,0.03610012575040246,1
31,37,1,31,80,html-slider-response,80,622994,18916.0,22.0,0.5,question_agency,question_agency_line,0.0,0.0,-28.0,0.0,6.0,10.0,6.0,15.0,0.21492014214031022,0.1930557284509183,2
32,37,1,32,99,html-slider-response,99,722024,7289.0,13.0,0.5,question_agency,question_agency_line,0.0,0.0,-37.0,0.0,7.0,4.0,6.0,9.0,0.3104752117616722,-0.4623906205451595,3
33,37,1,33,128,html-slider-response,128,931587,5346.0,24.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-26.0,0.0,9.0,7.0,14.0,9.0,0.21410028720792418,-0.31337167006354844,4
30,37,1,30,177,html-slider-response,177,1197986,9217.0,30.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-20.0,0.0,2.0,7.0,9.0,9.0,-0.30846690964070844,-0.127734960011093,5
35,37,1,35,196,html-slider-response,196,1337602,15701.0,9.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-41.0,0.0,8.0,7.0,6.0,9.0,-0.12500240498947812,-0.3089575673293144,1
41,37,1,41,28,html-slider-response,28,264182,10684.0,20.0,0.6,question_agency,question_agency_line,0.0,0.0,-40.0,0.0,6.0,4.0,14.0,11.0,-0.04514863968362852,-0.4874984515173998,2
40,37,1,40,68,html-slider-response,68,528724,7165.0,66.0,0.6,question_agency,question_agency_line,0.0,0.0,6.0,0.0,10.0,7.0,7.0,9.0,-0.12039367340789954,-0.0394247949514973,3
38,37,1,38,90,html-slider-response,90,674159,7633.0,21.0,0.6,question_agency,question_agency_line,0.0,0.0,-39.0,0.0,7.0,5.0,5.0,10.0,-0.7422030297131227,0.2863043211458602,4
37,37,1,37,143,html-slider-response,143,1009945,4012.0,84.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,24.0,0.0,9.0,6.0,7.0,8.0,-0.23305997061771955,-0.3604180519858727,5
36,37,1,36,183,html-slider-response,183,1235015,9999.0,28.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-32.0,0.0,6.0,6.0,9.0,7.0,0.00893048245737375,-0.5601094131442286,1
39,37,1,39,199,html-slider-response,199,1355792,9188.0,74.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,14.0,0.0,8.0,9.0,17.0,9.0,0.7068469012443336,0.26900172414836393,2
43,37,1,43,49,html-slider-response,49,382828,5784.0,77.0,0.7,question_agency,question_agency_line,0.0,0.0,7.0,0.0,8.0,9.0,13.0,13.0,0.004652417709341229,-0.21170037940639913,3
46,37,1,46,59,html-slider-response,59,464829,11780.0,60.0,0.7,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,6.0,7.0,14.0,11.0,0.23659567693051073,-0.029258358765531907,4
44,37,1,44,108,html-slider-response,108,789406,10134.0,45.0,0.7,question_agency,question_agency_line,0.0,0.0,-25.0,0.0,6.0,6.0,9.0,9.0,-0.5135301247025571,-0.13306306987471853,5
47,37,1,47,131,html-slider-response,131,945768,5688.0,70.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,6.0,17.0,13.0,0.17423375346786818,-0.4284892392494758,1
42,37,1,42,159,html-slider-response,159,1096410,13566.0,26.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-44.0,0.0,5.0,7.0,15.0,13.0,-0.28960865792900353,0.3266221983755937,2
45,37,1,45,214,html-slider-response,214,1446937,3637.0,25.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-45.0,0.0,5.0,3.0,9.0,11.0,0.20949163527804257,0.2111908445779699,3
49,37,1,49,37,html-slider-response,37,311872,9067.0,84.0,0.8,question_agency,question_agency_line,0.0,0.0,4.0,0.0,6.0,7.0,14.0,13.0,-0.5563712822055407,-0.354241261023373,4
53,37,1,53,74,html-slider-response,74,576602,20536.0,85.0,0.8,question_agency,question_agency_line,0.0,0.0,5.0,0.0,6.0,5.0,9.0,15.0,-0.11175037007469865,0.1538876419074537,5
52,37,1,52,117,html-slider-response,117,846832,4827.0,81.0,0.8,question_agency,question_agency_line,0.0,0.0,1.0,0.0,7.0,6.0,11.0,13.0,0.0864663644895844,-0.058231269994195534,1
51,37,1,51,149,html-slider-response,149,1047929,7912.0,89.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,9.0,0.0,9.0,6.0,13.0,15.0,0.17845945847858466,0.1555962949102389,2
48,37,1,48,189,html-slider-response,189,1270571,10298.0,88.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,8.0,0.0,5.0,10.0,10.0,13.0,-0.6659994620740793,-0.14591566378947465,3
50,37,1,50,223,html-slider-response,223,1496638,9443.0,91.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,11.0,0.0,7.0,7.0,9.0,15.0,-0.23819883134014694,-0.5308542034396144,4
55,37,1,55,52,html-slider-response,52,402479,10648.0,83.0,0.9,question_agency,question_agency_line,0.0,0.0,-7.0,0.0,5.0,5.0,13.0,13.0,0.08356353863751112,0.17443903736989708,5
56,37,1,56,62,html-slider-response,62,484063,10233.0,89.0,0.9,question_agency,question_agency_line,0.0,0.0,-1.0,0.0,8.0,7.0,14.0,8.0,-0.05024275797356262,-0.29074929254140797,1
59,37,1,59,114,html-slider-response,114,833003,14906.0,89.0,0.9,question_agency,question_agency_line,0.0,0.0,-1.0,0.0,6.0,7.0,11.0,12.0,0.03304191084311792,-0.4940870966489383,2
57,37,1,57,125,html-slider-response,125,917239,7624.0,89.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-1.0,0.0,7.0,5.0,16.0,14.0,-0.04688355017624545,-0.11425191339336048,3
54,37,1,54,168,html-slider-response,168,1148614,13245.0,87.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-3.0,0.0,8.0,5.0,13.0,14.0,0.18887618119732957,0.30418796902728396,4
58,37,1,58,202,html-slider-response,202,1378920,14125.0,93.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,3.0,0.0,7.0,5.0,13.0,10.0,-0.019172103325619933,-0.2070120798123526,5
60,37,1,60,43,html-slider-response,43,346926,4699.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,10.0,9.0,13.0,13.0,0.2943000037455161,-0.26579196003695327,1
61,37,1,61,83,html-slider-response,83,636491,4494.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,8.0,9.0,13.0,-0.19156901880099217,-0.2840632680740605,2
63,37,1,63,102,html-slider-response,102,734160,3134.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,4.0,8.0,15.0,14.0,-0.17887759117796015,0.10906600072018276,3
65,37,1,65,155,html-slider-response,155,1072334,2893.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,5.0,7.0,10.0,13.0,0.036286259098814416,0.04303135137331836,4
64,37,1,64,174,html-slider-response,174,1179766,5555.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,5.0,8.0,12.0,14.0,-0.02172461916894962,0.10700790618705193,5
62,37,1,62,208,html-slider-response,208,1415746,9176.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,7.0,9.0,14.0,0.2435445134361083,0.42720716218620836,1
3,38,1,3,34,html-slider-response,34,404777,7171.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,6.0,4.0,10.0,8.0,0.2129910884191685,-0.3757161563395041,1
5,38,1,5,83,html-slider-response,83,672136,2754.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,5.0,7.0,24.0,24.0,-0.2835449842487957,-0.22864326599563095,2
1,38,1,1,90,html-slider-response,90,865875,3485.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,6.0,27.0,16.0,-0.21284739649197354,-0.4455191994111975,3
2,38,1,2,146,html-slider-response,146,1149889,4107.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,6.0,6.0,13.0,10.0,0.09003788078201926,-0.02068032208436722,4
4,38,1,4,186,html-slider-response,186,1394980,2238.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,4.0,7.0,17.0,16.0,0.10504249956622044,0.10417919449397234,5
0,38,1,0,220,html-slider-response,220,1533263,2168.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,5.0,3.0,28.0,13.0,-0.32310955051924123,-0.07844587778729539,1
10,38,1,10,37,html-slider-response,37,423523,9725.0,1.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-9.0,0.0,6.0,7.0,13.0,15.0,-0.22940435859871813,0.5166583963469094,2
8,38,1,8,80,html-slider-response,80,660353,3114.0,0.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-10.0,0.0,4.0,6.0,17.0,13.0,-0.44556768445364264,-0.2133233361593947,3
9,38,1,9,105,html-slider-response,105,935667,3980.0,1.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-9.0,0.0,10.0,6.0,21.0,14.0,0.1437291290863736,0.05742342669516001,4
6,38,1,6,155,html-slider-response,155,1187414,3888.0,1.0,0.1,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,8.0,4.0,14.0,6.0,0.09931594493591299,-0.13606429712659898,5
7,38,1,7,177,html-slider-response,177,1361105,2714.0,1.0,0.1,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,8.0,6.0,18.0,14.0,-0.16058763657440794,-0.23475459241757451,1
11,38,1,11,199,html-slider-response,199,1446469,5183.0,1.0,0.1,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,8.0,6.0,18.0,13.0,0.042184115359029085,-0.5431468539176936,2
17,38,1,17,49,html-slider-response,49,480519,4369.0,9.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-11.0,0.0,8.0,6.0,27.0,11.0,-0.31799346295360836,-0.18889806500140288,3
13,38,1,13,56,html-slider-response,56,555045,2734.0,7.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-13.0,0.0,5.0,6.0,15.0,15.0,-0.007471181319905188,-0.16880215354154984,4
12,38,1,12,99,html-slider-response,99,909346,6780.0,1.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-19.0,0.0,7.0,7.0,16.0,16.0,-0.46611491720383685,0.015854470228464503,5
16,38,1,16,125,html-slider-response,125,1056023,3873.0,1.0,0.2,question_agency,question_agency_line,0.0,0.0,-19.0,0.0,6.0,6.0,21.0,12.0,-0.09002246627714681,-0.1957772422700306,1
14,38,1,14,174,html-slider-response,174,1349373,2774.0,2.0,0.2,question_agency,question_agency_line,0.0,0.0,-18.0,0.0,8.0,8.0,16.0,17.0,-0.3907858839368483,0.15198470954399684,2
15,38,1,15,208,html-slider-response,208,1485024,3579.0,3.0,0.2,question_agency,question_agency_line,0.0,0.0,-17.0,0.0,9.0,8.0,7.0,10.0,0.092248330477666,0.16083794723658582,3
20,38,1,20,22,html-slider-response,22,340869,9358.0,0.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-30.0,0.0,7.0,7.0,13.0,16.0,-0.20689268061945776,-0.2069524700128935,4
23,38,1,23,71,html-slider-response,71,621203,4076.0,5.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-25.0,0.0,1.0,6.0,18.0,14.0,-0.1057941376150127,-0.21447812136211344,5
18,38,1,18,108,html-slider-response,108,949201,4506.0,12.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-18.0,0.0,8.0,9.0,21.0,12.0,0.1715351192611009,-0.37887779950819994,1
19,38,1,19,149,html-slider-response,149,1162467,3547.0,1.0,0.3,question_agency,question_agency_line,0.0,0.0,-29.0,0.0,8.0,5.0,14.0,12.0,-0.06157615556130948,-0.19247977726385937,2
21,38,1,21,168,html-slider-response,168,1314226,4138.0,7.0,0.3,question_agency,question_agency_line,0.0,0.0,-23.0,0.0,10.0,9.0,13.0,12.0,0.0374228286520824,-0.03768331166082614,3
22,38,1,22,205,html-slider-response,205,1472414,5608.0,49.0,0.3,question_agency,question_agency_line,0.0,0.0,19.0,0.0,7.0,8.0,10.0,7.0,0.16689374339146343,0.25284577225325927,4
26,38,1,26,31,html-slider-response,31,388579,5085.0,22.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-18.0,0.0,8.0,7.0,11.0,15.0,0.38130300715828774,-0.13745271478739884,5
25,38,1,25,62,html-slider-response,62,579994,2979.0,13.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-27.0,0.0,7.0,10.0,16.0,14.0,-0.15346668530440505,-0.16773883316768037,1
24,38,1,24,117,html-slider-response,117,996786,3052.0,3.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-37.0,0.0,5.0,5.0,18.0,16.0,-0.30666258717642997,-0.2842831945954096,2
27,38,1,27,137,html-slider-response,137,1110434,7226.0,14.0,0.4,question_agency,question_agency_line,0.0,0.0,-26.0,0.0,4.0,1.0,9.0,13.0,-0.5769889640881477,-0.17204352977197726,3
29,38,1,29,165,html-slider-response,165,1301069,9958.0,52.0,0.4,question_agency,question_agency_line,0.0,0.0,12.0,0.0,6.0,6.0,9.0,9.0,0.34103319205676363,-0.13489898684409218,4
28,38,1,28,217,html-slider-response,217,1522077,3014.0,2.0,0.4,question_agency,question_agency_line,0.0,0.0,-38.0,0.0,5.0,5.0,14.0,10.0,-0.08956776942803941,-0.22850464986406563,5
35,38,1,35,40,html-slider-response,40,436266,3715.0,28.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-22.0,0.0,9.0,10.0,10.0,22.0,-0.47086279846333773,0.26598014926814634,1
34,38,1,34,59,html-slider-response,59,567987,3917.0,25.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-25.0,0.0,5.0,8.0,15.0,19.0,-0.19478059433584038,0.0027277285707916345,2
33,38,1,33,120,html-slider-response,120,1009283,3468.0,59.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,9.0,0.0,8.0,8.0,16.0,12.0,0.5093759179100643,-0.38963428195026784,3
32,38,1,32,143,html-slider-response,143,1136758,3183.0,13.0,0.5,question_agency,question_agency_line,0.0,0.0,-37.0,0.0,7.0,6.0,11.0,13.0,-0.14913455853356497,-0.10739293106347916,4
30,38,1,30,171,html-slider-response,171,1337571,14316.0,42.0,0.5,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,8.0,6.0,8.0,11.0,-0.5151203911389415,0.3664138590145451,5
31,38,1,31,202,html-slider-response,202,1457779,2284.0,54.0,0.5,question_agency,question_agency_line,0.0,0.0,4.0,0.0,8.0,4.0,11.0,14.0,0.36596702477637105,0.3628633583484108,1
39,38,1,39,28,html-slider-response,28,374471,4960.0,55.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-5.0,0.0,7.0,8.0,15.0,11.0,-0.1837683801718439,0.23617030089700433,2
41,38,1,41,74,html-slider-response,74,635445,5214.0,57.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-3.0,0.0,8.0,10.0,14.0,9.0,-0.20671226969964687,0.17217045934039235,3
37,38,1,37,114,html-slider-response,114,984716,13430.0,42.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-18.0,0.0,7.0,9.0,14.0,13.0,-0.27761857112184807,0.018613666469871788,4
36,38,1,36,131,html-slider-response,131,1081051,3045.0,51.0,0.6,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,5.0,6.0,9.0,12.0,-0.006092585821244818,-0.06564171433959934,5
40,38,1,40,162,html-slider-response,162,1282078,2950.0,75.0,0.6,question_agency,question_agency_line,0.0,0.0,15.0,0.0,7.0,8.0,10.0,9.0,0.09966371007419922,-0.04834740992527021,1
38,38,1,38,211,html-slider-response,211,1498508,4470.0,57.0,0.6,question_agency,question_agency_line,0.0,0.0,-3.0,0.0,6.0,5.0,9.0,5.0,0.2761255812653643,-0.33111200186676126,2
44,38,1,44,25,html-slider-response,25,360491,10596.0,43.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-27.0,0.0,5.0,7.0,14.0,13.0,-0.03855210815581429,-0.04181532909824202,3
47,38,1,47,77,html-slider-response,77,648220,3749.0,67.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-3.0,0.0,5.0,5.0,11.0,10.0,-0.19838583687604552,-0.14960619295505664,4
46,38,1,46,96,html-slider-response,96,893544,6131.0,85.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,6.0,8.0,15.0,10.0,0.07902867267593344,0.09792108135967624,5
45,38,1,45,140,html-slider-response,140,1124544,5082.0,52.0,0.7,question_agency,question_agency_line,0.0,0.0,-18.0,0.0,6.0,4.0,14.0,12.0,-0.13100157074273075,-0.08312816536171506,1
42,38,1,42,189,html-slider-response,189,1407158,3152.0,71.0,0.7,question_agency,question_agency_line,0.0,0.0,1.0,0.0,9.0,4.0,6.0,9.0,0.42879611677530255,-0.42784390677580325,2
43,38,1,43,193,html-slider-response,193,1420551,3297.0,54.0,0.7,question_agency,question_agency_line,0.0,0.0,-16.0,0.0,6.0,6.0,7.0,10.0,-0.3231011328288506,-0.17723611034127507,3
52,38,1,52,52,html-slider-response,52,493740,4197.0,67.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-13.0,0.0,8.0,10.0,12.0,7.0,-0.050264982398656864,-0.3172250794390778,4
48,38,1,48,65,html-slider-response,65,596020,7005.0,86.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,6.0,0.0,6.0,5.0,15.0,11.0,-0.15736249489335882,-0.09812084634529888,5
50,38,1,50,102,html-slider-response,102,922670,4296.0,98.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,18.0,0.0,9.0,9.0,15.0,9.0,0.3301743567396091,0.0014407720204344528,1
51,38,1,51,134,html-slider-response,134,1094178,4108.0,63.0,0.8,question_agency,question_agency_line,0.0,0.0,-17.0,0.0,6.0,6.0,8.0,7.0,-0.43075808636537277,-0.5329191202076197,2
53,38,1,53,159,html-slider-response,159,1270094,5128.0,80.0,0.8,question_agency,question_agency_line,0.0,0.0,0.0,0.0,5.0,7.0,11.0,9.0,-0.20921838429159306,-0.13466520339505217,3
49,38,1,49,214,html-slider-response,214,1510029,2501.0,64.0,0.8,question_agency,question_agency_line,0.0,0.0,-16.0,0.0,7.0,10.0,8.0,11.0,-0.40433807452618375,-0.277828127504562,4
54,38,1,54,46,html-slider-response,46,467133,9735.0,98.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,8.0,0.0,7.0,6.0,15.0,11.0,-0.31297804253898875,-0.21850237212131024,5
56,38,1,56,86,html-slider-response,86,683886,2728.0,99.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,9.0,0.0,8.0,7.0,11.0,12.0,-0.2173888318974753,-0.3600841094405965,1
57,38,1,57,111,html-slider-response,111,962265,4034.0,99.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,9.0,0.0,7.0,9.0,15.0,15.0,0.33025725591852234,0.3433899265806475,2
55,38,1,55,128,html-slider-response,128,1068987,3941.0,99.0,0.9,question_agency,question_agency_line,0.0,0.0,9.0,0.0,7.0,5.0,9.0,12.0,0.20191488158818943,-0.13883944168234655,3
58,38,1,58,183,html-slider-response,183,1383721,2001.0,99.0,0.9,question_agency,question_agency_line,0.0,0.0,9.0,0.0,5.0,6.0,6.0,8.0,0.044270529963046486,-0.20873606740814327,4
59,38,1,59,223,html-slider-response,223,1545873,3578.0,99.0,0.9,question_agency,question_agency_line,0.0,0.0,9.0,0.0,8.0,6.0,14.0,6.0,-0.237907785356676,-0.23401891551199042,5
62,38,1,62,43,html-slider-response,43,448366,3079.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,6.0,5.0,17.0,11.0,0.09024305050837995,-0.14918877580039094,1
63,38,1,63,68,html-slider-response,68,608109,3062.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,8.0,7.0,10.0,11.0,-0.20687843892109908,0.2512891360013432,2
65,38,1,65,93,html-slider-response,93,878391,3488.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,5.0,7.0,23.0,16.0,-0.18233244993022896,0.36250484818285256,3
64,38,1,64,152,html-slider-response,152,1174509,3015.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,7.0,12.0,8.0,0.0379497063630879,-0.04066993242620712,4
61,38,1,61,180,html-slider-response,180,1372693,2559.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,8.0,10.0,8.0,20.0,-0.06780384911434564,-0.2183585435632639,5
60,38,1,60,196,html-slider-response,196,1432263,2703.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,6.0,4.0,11.0,13.0,-0.0741432563453984,0.3599051860890274,1
0,39,1,0,22,html-slider-response,22,110081,6503.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,10.0,8.0,25.0,28.0,0.1127033121575645,0.0634303474775888,1
